Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2026 (FYTD),FYTD,JUL,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,363
2026 (FYTD),FYTD,JUL,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,31
2026 (FYTD),FYTD,JUL,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,JUL,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,40
2026 (FYTD),FYTD,JUL,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,8
2026 (FYTD),FYTD,JUL,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2759
2026 (FYTD),FYTD,JUL,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,122
2026 (FYTD),FYTD,JUL,Office of Field Operations,UAC,El Salvador,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,JUL,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,JUL,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,47
2026 (FYTD),FYTD,JUL,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,34
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,24
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,138
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,127
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,208
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,989
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,668
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,5226
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1109
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,22
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,154
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,70
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,493
2026 (FYTD),FYTD,JUL,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,29
2026 (FYTD),FYTD,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,28
2026 (FYTD),FYTD,JUN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,6
2026 (FYTD),FYTD,JUN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,JUN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,4
2026 (FYTD),FYTD,JUN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,209
2026 (FYTD),FYTD,JUN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,23
2026 (FYTD),FYTD,JUN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,6
2026 (FYTD),FYTD,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,17
2026 (FYTD),FYTD,JUN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,14
2026 (FYTD),FYTD,JUN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2542
2026 (FYTD),FYTD,JUN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,156
2026 (FYTD),FYTD,JUN,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,JUN,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,38
2026 (FYTD),FYTD,JUN,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,5
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,6
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,7
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,38
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,121
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,85
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,205
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,1089
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,665
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,5861
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1040
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,14
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,152
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,52
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,479
2026 (FYTD),FYTD,JUN,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,41
2026 (FYTD),FYTD,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,46
2026 (FYTD),FYTD,MAR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,MAR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,293
2026 (FYTD),FYTD,MAR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,22
2026 (FYTD),FYTD,MAR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,5
2026 (FYTD),FYTD,MAR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,22
2026 (FYTD),FYTD,MAR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,16
2026 (FYTD),FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2903
2026 (FYTD),FYTD,MAR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,101
2026 (FYTD),FYTD,MAR,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,MAR,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,52
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,7
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,11
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,6
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,118
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,69
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,174
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,629
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,466
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,5585
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,674
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,11
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,69
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,20
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,410
2026 (FYTD),FYTD,MAR,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,20
2026 (FYTD),FYTD,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,38
2026 (FYTD),FYTD,MAY,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,MAY,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,239
2026 (FYTD),FYTD,MAY,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,26
2026 (FYTD),FYTD,MAY,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,6
2026 (FYTD),FYTD,MAY,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,24
2026 (FYTD),FYTD,MAY,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,12
2026 (FYTD),FYTD,MAY,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3029
2026 (FYTD),FYTD,MAY,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,110
2026 (FYTD),FYTD,MAY,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,42
2026 (FYTD),FYTD,MAY,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,4
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,20
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,21
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,161
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,99
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,170
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,1062
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,603
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,6130
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,958
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,26
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,162
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,51
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,516
2026 (FYTD),FYTD,MAY,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,24
2026 (FYTD),FYTD,NOV,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,36
2026 (FYTD),FYTD,NOV,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,4
2026 (FYTD),FYTD,NOV,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,NOV,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,3
2026 (FYTD),FYTD,NOV,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,367
2026 (FYTD),FYTD,NOV,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,45
2026 (FYTD),FYTD,NOV,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,5
2026 (FYTD),FYTD,NOV,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,13
2026 (FYTD),FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,14
2026 (FYTD),FYTD,NOV,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2921
2026 (FYTD),FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,148
2026 (FYTD),FYTD,NOV,Office of Field Operations,UAC,Guatemala,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,NOV,Office of Field Operations,UAC,Honduras,Title 8,Inadmissibles,4
2026 (FYTD),FYTD,NOV,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,42
2026 (FYTD),FYTD,NOV,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,1
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,5
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,53
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,30
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,203
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,96
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,162
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,713
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,386
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4293
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,734
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,18
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,132
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,29
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,466
2026 (FYTD),FYTD,NOV,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,33
2026 (FYTD),FYTD,OCT,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,49
2026 (FYTD),FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,4
2026 (FYTD),FYTD,OCT,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,5
2026 (FYTD),FYTD,OCT,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,404
2026 (FYTD),FYTD,OCT,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,50
2026 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,8
2026 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,11
2026 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2996
2026 (FYTD),FYTD,OCT,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,151
2026 (FYTD),FYTD,OCT,Office of Field Operations,UAC,Mexico,Title 8,Inadmissibles,34
2026 (FYTD),FYTD,OCT,Office of Field Operations,UAC,Other,Title 8,Inadmissibles,2
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,11
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,96
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,35
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,315
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,182
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,131
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,734
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,291
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4634
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,728
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,UAC,El Salvador,Title 8,Apprehensions,20
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,UAC,Guatemala,Title 8,Apprehensions,141
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,UAC,Honduras,Title 8,Apprehensions,73
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,UAC,Mexico,Title 8,Apprehensions,566
2026 (FYTD),FYTD,OCT,U.S. Border Patrol,UAC,Other,Title 8,Apprehensions,31
